#wave(A)    	flux(maggies)	flux(ABmag)
1.007110e+04	4.902759e-08	1.827390e+01
1.009650e+04	4.901579e-08	1.827416e+01
1.012190e+04	5.008994e-08	1.825062e+01
1.014730e+04	5.021084e-08	1.824801e+01
1.017270e+04	5.071679e-08	1.823712e+01
1.019810e+04	5.099287e-08	1.823123e+01
1.022350e+04	5.097067e-08	1.823170e+01
1.024890e+04	5.109856e-08	1.822898e+01
1.027430e+04	5.081957e-08	1.823492e+01
1.029970e+04	5.113384e-08	1.822823e+01
1.032510e+04	5.153078e-08	1.821983e+01
1.035050e+04	5.167553e-08	1.821679e+01
1.037590e+04	5.189674e-08	1.821215e+01
1.040130e+04	5.140549e-08	1.822248e+01
1.042670e+04	5.176496e-08	1.821491e+01
1.045210e+04	5.207265e-08	1.820848e+01
1.047750e+04	5.246225e-08	1.820038e+01
1.050290e+04	5.288217e-08	1.819173e+01
1.052830e+04	5.270613e-08	1.819535e+01
1.055370e+04	5.216333e-08	1.820659e+01
1.057910e+04	5.207465e-08	1.820843e+01
1.060450e+04	5.250860e-08	1.819942e+01
1.062990e+04	5.266078e-08	1.819628e+01
1.065530e+04	5.209361e-08	1.820804e+01
1.068070e+04	5.287693e-08	1.819183e+01
1.070610e+04	5.250365e-08	1.819953e+01
1.073150e+04	5.274587e-08	1.819453e+01
1.075690e+04	5.217762e-08	1.820629e+01
1.078230e+04	5.332291e-08	1.818272e+01
1.080770e+04	5.091617e-08	1.823286e+01
1.083310e+04	5.382386e-08	1.817256e+01
1.085850e+04	4.939440e-08	1.826581e+01
1.088390e+04	5.524560e-08	1.814426e+01
1.090930e+04	5.355856e-08	1.817793e+01
1.093470e+04	5.336340e-08	1.818189e+01
1.096010e+04	5.621831e-08	1.812531e+01
1.098550e+04	5.557653e-08	1.813777e+01
1.101090e+04	4.998142e-08	1.825298e+01
1.103630e+04	5.549172e-08	1.813943e+01
1.106170e+04	5.704374e-08	1.810948e+01
1.108710e+04	5.658844e-08	1.811818e+01
1.111250e+04	5.269039e-08	1.819567e+01
1.113790e+04	5.642294e-08	1.812136e+01
1.116330e+04	5.792660e-08	1.809280e+01
1.118870e+04	5.777869e-08	1.809558e+01
1.121410e+04	5.780741e-08	1.809504e+01
1.123950e+04	5.634942e-08	1.812278e+01
1.126490e+04	5.322466e-08	1.818472e+01
1.129030e+04	5.789352e-08	1.809343e+01
1.131570e+04	5.917677e-08	1.806962e+01
1.134110e+04	5.910636e-08	1.807091e+01
1.136650e+04	5.931405e-08	1.806711e+01
1.139190e+04	5.934756e-08	1.806649e+01
1.141730e+04	5.882283e-08	1.807614e+01
1.144270e+04	5.431238e-08	1.816275e+01
1.146810e+04	5.702976e-08	1.810975e+01
1.149350e+04	6.008145e-08	1.805315e+01
1.151890e+04	6.021484e-08	1.805074e+01
1.154430e+04	5.955122e-08	1.806277e+01
1.156970e+04	6.025452e-08	1.805003e+01
1.159510e+04	6.071631e-08	1.804174e+01
1.162050e+04	6.045257e-08	1.804646e+01
1.164590e+04	6.005711e-08	1.805359e+01
1.167130e+04	5.977201e-08	1.805876e+01
1.169670e+04	5.801089e-08	1.809123e+01
1.172210e+04	5.418124e-08	1.816538e+01
1.174750e+04	5.790989e-08	1.809312e+01
1.177290e+04	5.961211e-08	1.806166e+01
1.179830e+04	6.040162e-08	1.804738e+01
1.182370e+04	6.086504e-08	1.803908e+01
1.184910e+04	6.088218e-08	1.803877e+01
1.187450e+04	6.077116e-08	1.804076e+01
1.189990e+04	6.040372e-08	1.804734e+01
1.192530e+04	6.068181e-08	1.804235e+01
1.195070e+04	5.978929e-08	1.805844e+01
1.197610e+04	6.087225e-08	1.803895e+01
1.200150e+04	6.050903e-08	1.804545e+01
1.202690e+04	6.102570e-08	1.803622e+01
1.205230e+04	6.125673e-08	1.803212e+01
1.207770e+04	6.093795e-08	1.803778e+01
1.210310e+04	5.977591e-08	1.805868e+01
1.212850e+04	5.588403e-08	1.813178e+01
1.215390e+04	6.007538e-08	1.805326e+01
1.217930e+04	6.169368e-08	1.802440e+01
1.220470e+04	6.169343e-08	1.802440e+01
1.223010e+04	6.175708e-08	1.802328e+01
1.225550e+04	6.175243e-08	1.802336e+01
1.228090e+04	6.160513e-08	1.802596e+01
1.230630e+04	6.207128e-08	1.801777e+01
1.233170e+04	6.212986e-08	1.801675e+01
1.235710e+04	6.223819e-08	1.801486e+01
1.238250e+04	6.224526e-08	1.801473e+01
1.240790e+04	6.262235e-08	1.800818e+01
1.243330e+04	6.248096e-08	1.801063e+01
1.245870e+04	6.331226e-08	1.799628e+01
1.248410e+04	6.336788e-08	1.799533e+01
1.250950e+04	6.356766e-08	1.799191e+01
1.253490e+04	6.355241e-08	1.799217e+01
1.256030e+04	6.360588e-08	1.799126e+01
1.258570e+04	6.368395e-08	1.798992e+01
1.261110e+04	6.398740e-08	1.798476e+01
1.263650e+04	6.411036e-08	1.798268e+01
1.266190e+04	6.415932e-08	1.798185e+01
1.268730e+04	6.426233e-08	1.798011e+01
1.273175e+04	6.274321e-08	1.800608e+01
1.279525e+04	6.188540e-08	1.802103e+01
1.285875e+04	6.462106e-08	1.797406e+01
1.292225e+04	6.471852e-08	1.797243e+01
1.298575e+04	6.531766e-08	1.796242e+01
1.304925e+04	6.607515e-08	1.794990e+01
1.311275e+04	6.582226e-08	1.795407e+01
1.317625e+04	6.639737e-08	1.794462e+01
1.323975e+04	6.680027e-08	1.793805e+01
1.330325e+04	6.659811e-08	1.794135e+01
1.336675e+04	6.704197e-08	1.793413e+01
1.343025e+04	6.735249e-08	1.792912e+01
1.349375e+04	6.771199e-08	1.792334e+01
1.355725e+04	6.710924e-08	1.793304e+01
1.362075e+04	6.760776e-08	1.792501e+01
1.368425e+04	6.757687e-08	1.792550e+01
1.374775e+04	6.732180e-08	1.792961e+01
1.381125e+04	6.654875e-08	1.794215e+01
1.387475e+04	6.356048e-08	1.799203e+01
1.393825e+04	6.430702e-08	1.797935e+01
1.400175e+04	6.540402e-08	1.796099e+01
1.406525e+04	6.604483e-08	1.795040e+01
1.412875e+04	6.646398e-08	1.794353e+01
1.419225e+04	6.660280e-08	1.794127e+01
1.425575e+04	6.713262e-08	1.793267e+01
1.431925e+04	6.674453e-08	1.793896e+01
1.438275e+04	6.714955e-08	1.793239e+01
1.444625e+04	6.745071e-08	1.792753e+01
1.450975e+04	6.745827e-08	1.792741e+01
1.457325e+04	6.859282e-08	1.790930e+01
1.463675e+04	6.850445e-08	1.791070e+01
1.470025e+04	6.863610e-08	1.790862e+01
1.476375e+04	6.821284e-08	1.791533e+01
1.482725e+04	6.850826e-08	1.791064e+01
1.489075e+04	6.937847e-08	1.789694e+01
1.495425e+04	6.837322e-08	1.791278e+01
1.501775e+04	6.877933e-08	1.790636e+01
1.508125e+04	6.904137e-08	1.790223e+01
1.514475e+04	7.014190e-08	1.788506e+01
1.520825e+04	6.868346e-08	1.790787e+01
1.527175e+04	6.958051e-08	1.789378e+01
1.533525e+04	6.942912e-08	1.789615e+01
1.539875e+04	7.029932e-08	1.788262e+01
1.546225e+04	7.104028e-08	1.787124e+01
1.552575e+04	7.112779e-08	1.786990e+01
1.558925e+04	7.100100e-08	1.787184e+01
1.565275e+04	7.151616e-08	1.786399e+01
1.571625e+04	7.176098e-08	1.786028e+01
1.577975e+04	7.153146e-08	1.786376e+01
1.584325e+04	7.212360e-08	1.785481e+01
1.590675e+04	7.228897e-08	1.785232e+01
1.597025e+04	7.263146e-08	1.784719e+01
1.603375e+04	7.296669e-08	1.784219e+01
1.609725e+04	7.300054e-08	1.784168e+01
1.616075e+04	7.382983e-08	1.782942e+01
1.622425e+04	7.395734e-08	1.782755e+01
1.628775e+04	7.056512e-08	1.787852e+01
1.635125e+04	7.367789e-08	1.783166e+01
1.641475e+04	7.423084e-08	1.782354e+01
1.647825e+04	7.515152e-08	1.781016e+01
1.654175e+04	7.532709e-08	1.780762e+01
1.660525e+04	7.585603e-08	1.780002e+01
1.666875e+04	7.533980e-08	1.780744e+01
1.673225e+04	7.558659e-08	1.780389e+01
1.679575e+04	7.596910e-08	1.779841e+01
1.685925e+04	7.540623e-08	1.780648e+01
1.692275e+04	7.561626e-08	1.780346e+01
1.698625e+04	7.494501e-08	1.781314e+01
1.704975e+04	7.569342e-08	1.780235e+01
1.711325e+04	7.585092e-08	1.780010e+01
1.717675e+04	7.582616e-08	1.780045e+01
1.724025e+04	7.562255e-08	1.780337e+01
1.730375e+04	7.599130e-08	1.779809e+01
1.736725e+04	7.640685e-08	1.779217e+01
1.743075e+04	7.676121e-08	1.778715e+01
1.749425e+04	7.700894e-08	1.778365e+01
1.755775e+04	7.752908e-08	1.777634e+01
1.762125e+04	7.742131e-08	1.777785e+01
1.768475e+04	7.742831e-08	1.777775e+01
1.774825e+04	7.688464e-08	1.778540e+01
1.781175e+04	7.567467e-08	1.780262e+01
1.787525e+04	7.433112e-08	1.782207e+01
1.793875e+04	7.322032e-08	1.783842e+01
1.800225e+04	7.395297e-08	1.782761e+01
1.806575e+04	7.398338e-08	1.782716e+01
1.812925e+04	7.422547e-08	1.782362e+01
1.819275e+04	7.544642e-08	1.780590e+01
1.825625e+04	7.641312e-08	1.779208e+01
1.831975e+04	7.523929e-08	1.780889e+01
1.838325e+04	7.633801e-08	1.779315e+01
1.844675e+04	7.579600e-08	1.780088e+01
1.850390e+04	7.549040e-08	1.780527e+01
1.856740e+04	7.471579e-08	1.781647e+01
1.863725e+04	7.618139e-08	1.779538e+01
1.870075e+04	7.685032e-08	1.778589e+01
1.876425e+04	7.697206e-08	1.778417e+01
1.882775e+04	7.795328e-08	1.777041e+01
1.889125e+04	7.772343e-08	1.777362e+01
1.895475e+04	7.933260e-08	1.775137e+01
1.901825e+04	7.939960e-08	1.775045e+01
1.908175e+04	7.792122e-08	1.777086e+01
1.914525e+04	7.788634e-08	1.777135e+01
1.920875e+04	7.906641e-08	1.775502e+01
1.927225e+04	7.964632e-08	1.774709e+01
1.933575e+04	7.998602e-08	1.774246e+01
1.939925e+04	8.047892e-08	1.773579e+01
1.946275e+04	8.170459e-08	1.771938e+01
1.952625e+04	8.212945e-08	1.771375e+01
1.958975e+04	8.159665e-08	1.772082e+01
1.965325e+04	8.332962e-08	1.769800e+01
1.971675e+04	8.320466e-08	1.769963e+01
1.978025e+04	8.062178e-08	1.773387e+01
1.984375e+04	8.299584e-08	1.770236e+01
1.990725e+04	8.261448e-08	1.770736e+01
1.997075e+04	8.260385e-08	1.770750e+01
2.003425e+04	8.082259e-08	1.773117e+01
2.009775e+04	8.266229e-08	1.770673e+01
2.016125e+04	8.150913e-08	1.772198e+01
2.022475e+04	8.483776e-08	1.767853e+01
2.028825e+04	8.531144e-08	1.767248e+01
2.038350e+04	8.524064e-08	1.767338e+01
2.051050e+04	8.607600e-08	1.766279e+01
2.063750e+04	8.753268e-08	1.764457e+01
2.076450e+04	8.825957e-08	1.763560e+01
2.089150e+04	8.604351e-08	1.766320e+01
2.101850e+04	9.088618e-08	1.760376e+01
2.114550e+04	8.926900e-08	1.762325e+01
2.127250e+04	8.958752e-08	1.761938e+01
2.139950e+04	8.701922e-08	1.765096e+01
2.152650e+04	9.000946e-08	1.761428e+01
2.165350e+04	8.986528e-08	1.761602e+01
2.178050e+04	8.931617e-08	1.762267e+01
2.190750e+04	8.853172e-08	1.763225e+01
2.203450e+04	8.638872e-08	1.765886e+01
2.216150e+04	8.828936e-08	1.763523e+01
2.228850e+04	8.777798e-08	1.764154e+01
2.241550e+04	8.734658e-08	1.764689e+01
2.254250e+04	8.524382e-08	1.767334e+01
2.266950e+04	8.489190e-08	1.767783e+01
2.279650e+04	8.549921e-08	1.767009e+01
2.292350e+04	8.457655e-08	1.768188e+01
2.305050e+04	8.373831e-08	1.769269e+01
2.317750e+04	8.334467e-08	1.769781e+01
2.330450e+04	8.315855e-08	1.770023e+01
2.343150e+04	8.295509e-08	1.770289e+01
2.355850e+04	8.361823e-08	1.769425e+01
2.368550e+04	8.302409e-08	1.770199e+01
2.381250e+04	8.108030e-08	1.772771e+01
2.393950e+04	8.267709e-08	1.770654e+01
2.406650e+04	8.085941e-08	1.773067e+01
2.419350e+04	8.212533e-08	1.771381e+01
2.432050e+04	8.240087e-08	1.771017e+01
2.444750e+04	8.201250e-08	1.771530e+01
2.457450e+04	8.081292e-08	1.773130e+01
2.470150e+04	7.856509e-08	1.776193e+01
2.482850e+04	7.955904e-08	1.774828e+01
2.495550e+04	7.874236e-08	1.775948e+01
2.508250e+04	7.771518e-08	1.777374e+01
2.520950e+04	7.816146e-08	1.776752e+01
2.533650e+04	7.847533e-08	1.776317e+01
2.546350e+04	7.939434e-08	1.775053e+01
2.559050e+04	7.902742e-08	1.775556e+01
2.571750e+04	7.833682e-08	1.776509e+01
2.584450e+04	7.874076e-08	1.775950e+01
2.597150e+04	7.792783e-08	1.777077e+01
2.609850e+04	7.711666e-08	1.778213e+01
2.622550e+04	7.723672e-08	1.778044e+01
2.635250e+04	7.727393e-08	1.777992e+01
2.647950e+04	7.806742e-08	1.776883e+01
2.660650e+04	7.749972e-08	1.777675e+01
2.673350e+04	7.786137e-08	1.777169e+01
2.686050e+04	7.718823e-08	1.778112e+01
2.698750e+04	7.758056e-08	1.777562e+01
2.711450e+04	7.695418e-08	1.778442e+01
2.724150e+04	7.671254e-08	1.778783e+01
2.736850e+04	7.631733e-08	1.779344e+01
2.749550e+04	7.521904e-08	1.780918e+01
2.762250e+04	7.574576e-08	1.780160e+01
2.774950e+04	7.530994e-08	1.780787e+01
2.787650e+04	7.554655e-08	1.780446e+01
2.800350e+04	7.517996e-08	1.780974e+01
2.813050e+04	7.607775e-08	1.779686e+01
2.825750e+04	7.527104e-08	1.780843e+01
2.838450e+04	7.451148e-08	1.781944e+01
2.851150e+04	7.435358e-08	1.782175e+01
2.863850e+04	7.416385e-08	1.782452e+01
2.876550e+04	7.374159e-08	1.783072e+01
2.889250e+04	7.461111e-08	1.781799e+01
2.901950e+04	7.453577e-08	1.781909e+01
2.914650e+04	6.766338e-08	1.792412e+01
2.927350e+04	6.988018e-08	1.788911e+01
2.940050e+04	7.051412e-08	1.787931e+01
2.952750e+04	6.456476e-08	1.797501e+01
2.965450e+04	6.810859e-08	1.791700e+01
2.978150e+04	6.697567e-08	1.793521e+01
2.990850e+04	6.244506e-08	1.801125e+01
3.003550e+04	6.545905e-08	1.796008e+01
3.016250e+04	6.440976e-08	1.797762e+01
3.028950e+04	6.116613e-08	1.803372e+01
3.041650e+04	6.414685e-08	1.798206e+01
3.054350e+04	6.318234e-08	1.799851e+01
3.067050e+04	6.037559e-08	1.804785e+01
3.079750e+04	6.306503e-08	1.800053e+01
3.092450e+04	6.245904e-08	1.801101e+01
3.105150e+04	6.024399e-08	1.805022e+01
3.117850e+04	6.007104e-08	1.805334e+01
3.130550e+04	6.198375e-08	1.801931e+01
3.143250e+04	5.963618e-08	1.806123e+01
3.155950e+04	5.837019e-08	1.808452e+01
3.168650e+04	5.861056e-08	1.808006e+01
3.181350e+04	5.993050e-08	1.805588e+01
3.194050e+04	5.807316e-08	1.809006e+01
3.206750e+04	5.919955e-08	1.806920e+01
3.219450e+04	5.963289e-08	1.806129e+01
3.232150e+04	5.933315e-08	1.806676e+01
3.244850e+04	5.943891e-08	1.806482e+01
3.257550e+04	5.953385e-08	1.806309e+01
3.270250e+04	6.046854e-08	1.804618e+01
3.282950e+04	5.975717e-08	1.805902e+01
3.295650e+04	6.134884e-08	1.803048e+01
3.308350e+04	6.187379e-08	1.802123e+01
3.321050e+04	6.147204e-08	1.802831e+01
3.333750e+04	6.007193e-08	1.805332e+01
3.346450e+04	6.171133e-08	1.802409e+01
3.359150e+04	6.156453e-08	1.802667e+01
3.371850e+04	6.111090e-08	1.803470e+01
3.384550e+04	6.121837e-08	1.803280e+01
3.397250e+04	6.196931e-08	1.801956e+01
3.409950e+04	6.204294e-08	1.801827e+01
3.422650e+04	6.087353e-08	1.803893e+01
3.435350e+04	6.130572e-08	1.803125e+01
3.448050e+04	6.110915e-08	1.803473e+01
3.460750e+04	6.123568e-08	1.803249e+01
3.473450e+04	6.090217e-08	1.803842e+01
3.486150e+04	6.105564e-08	1.803569e+01
3.498850e+04	6.073917e-08	1.804133e+01
3.511550e+04	6.113071e-08	1.803435e+01
3.524250e+04	6.095283e-08	1.803752e+01
3.536950e+04	6.113909e-08	1.803420e+01
3.549650e+04	6.153179e-08	1.802725e+01
3.562350e+04	6.093514e-08	1.803783e+01
3.575050e+04	6.059655e-08	1.804388e+01
3.587750e+04	6.070238e-08	1.804199e+01
3.600450e+04	6.106042e-08	1.803560e+01
3.613150e+04	6.116567e-08	1.803373e+01
3.625850e+04	6.106895e-08	1.803545e+01
3.638550e+04	6.079737e-08	1.804029e+01
3.651250e+04	6.072348e-08	1.804161e+01
3.663950e+04	6.111487e-08	1.803463e+01
3.676650e+04	6.108948e-08	1.803508e+01
3.689350e+04	6.101496e-08	1.803641e+01
3.702050e+04	6.098750e-08	1.803690e+01
3.714750e+04	6.055802e-08	1.804457e+01
3.727450e+04	5.965497e-08	1.806088e+01
3.740150e+04	5.919819e-08	1.806923e+01
3.752850e+04	5.875797e-08	1.807733e+01
3.765550e+04	5.887584e-08	1.807516e+01
3.778250e+04	5.790940e-08	1.809313e+01
3.790950e+04	5.838006e-08	1.808434e+01
3.803650e+04	5.793504e-08	1.809265e+01
3.816350e+04	6.349444e-08	1.799316e+01
3.829050e+04	6.316041e-08	1.799889e+01
3.841750e+04	6.286931e-08	1.800390e+01
3.854450e+04	6.177452e-08	1.802298e+01
3.867150e+04	6.141870e-08	1.802925e+01
3.879850e+04	6.107670e-08	1.803531e+01
3.892550e+04	6.070529e-08	1.804193e+01
3.905250e+04	6.050486e-08	1.804552e+01
3.917950e+04	6.032999e-08	1.804867e+01
3.930650e+04	6.021606e-08	1.805072e+01
3.943350e+04	6.017086e-08	1.805153e+01
3.956050e+04	6.010022e-08	1.805281e+01
3.968750e+04	6.088750e-08	1.803868e+01
3.981450e+04	6.101602e-08	1.803639e+01
3.994150e+04	6.096401e-08	1.803732e+01
4.006850e+04	6.099110e-08	1.803683e+01
4.019550e+04	6.134961e-08	1.803047e+01
4.032250e+04	6.210252e-08	1.801723e+01
4.044950e+04	6.247343e-08	1.801076e+01
4.057650e+04	6.345366e-08	1.799386e+01
4.076700e+04	6.573840e-08	1.795545e+01
4.102100e+04	7.197110e-08	1.785710e+01
4.127500e+04	8.173366e-08	1.771900e+01
4.152900e+04	1.292358e-07	1.722154e+01
4.178300e+04	1.712658e-07	1.691582e+01
4.203700e+04	2.054103e-07	1.671844e+01
4.229100e+04	1.385446e-07	1.714603e+01
4.254500e+04	8.900697e-08	1.762644e+01
4.279900e+04	7.328073e-08	1.783753e+01
4.305300e+04	6.695289e-08	1.793558e+01
4.330700e+04	6.291027e-08	1.800320e+01
4.356100e+04	6.089583e-08	1.803853e+01
4.381500e+04	5.970404e-08	1.805999e+01
4.406900e+04	5.878840e-08	1.807677e+01
4.432300e+04	5.826486e-08	1.808648e+01
4.457700e+04	5.773497e-08	1.809640e+01
4.483100e+04	5.693075e-08	1.811163e+01
4.508500e+04	5.660710e-08	1.811782e+01
4.533900e+04	5.675529e-08	1.811498e+01
4.559300e+04	5.670459e-08	1.811595e+01
4.584700e+04	5.623115e-08	1.812506e+01
4.610100e+04	5.594844e-08	1.813053e+01
4.635500e+04	5.575593e-08	1.813427e+01
4.660900e+04	5.593943e-08	1.813070e+01
4.686300e+04	5.539641e-08	1.814130e+01
4.711700e+04	5.568430e-08	1.813567e+01
4.737100e+04	5.559823e-08	1.813735e+01
4.762500e+04	5.496370e-08	1.814981e+01
4.787900e+04	5.546424e-08	1.813997e+01
4.813300e+04	5.541710e-08	1.814089e+01
4.838700e+04	5.547558e-08	1.813975e+01
4.864100e+04	5.564868e-08	1.813636e+01
4.889500e+04	5.570226e-08	1.813532e+01
4.914900e+04	5.565961e-08	1.813615e+01
4.940300e+04	5.562306e-08	1.813686e+01
4.965700e+04	5.517964e-08	1.814555e+01
4.991100e+04	5.475746e-08	1.815389e+01
5.016500e+04	5.415382e-08	1.816593e+01
5.041900e+04	5.407520e-08	1.816750e+01
5.067300e+04	5.371133e-08	1.817484e+01
5.092700e+04	5.342628e-08	1.818061e+01
5.118100e+04	5.324148e-08	1.818437e+01
5.143500e+04	5.295220e-08	1.819029e+01
5.168900e+04	5.314169e-08	1.818641e+01
5.194300e+04	5.281738e-08	1.819306e+01
5.219700e+04	5.275684e-08	1.819430e+01
5.245100e+04	5.280887e-08	1.819323e+01
5.270500e+04	5.270975e-08	1.819527e+01
5.295900e+04	5.244548e-08	1.820073e+01
5.321300e+04	5.247660e-08	1.820009e+01
5.346700e+04	5.239315e-08	1.820181e+01
5.372100e+04	5.206083e-08	1.820872e+01
5.397500e+04	5.170280e-08	1.821621e+01
5.422900e+04	5.164001e-08	1.821753e+01
5.448300e+04	5.153053e-08	1.821984e+01
5.473700e+04	5.161788e-08	1.821800e+01
5.499100e+04	5.136403e-08	1.822335e+01
5.524500e+04	5.107528e-08	1.822947e+01
5.549900e+04	5.087673e-08	1.823370e+01
5.575300e+04	5.053205e-08	1.824108e+01
5.600700e+04	5.073007e-08	1.823684e+01
5.626100e+04	5.047387e-08	1.824233e+01
5.651500e+04	5.018538e-08	1.824856e+01
5.676900e+04	5.039778e-08	1.824397e+01
5.702300e+04	5.073159e-08	1.823680e+01
5.727700e+04	5.150368e-08	1.822040e+01
5.753100e+04	5.163623e-08	1.821761e+01
5.778500e+04	5.134342e-08	1.822379e+01
5.803900e+04	5.088700e-08	1.823348e+01
5.829300e+04	5.089063e-08	1.823341e+01
5.854700e+04	5.137495e-08	1.822312e+01
5.880100e+04	5.070265e-08	1.823742e+01
5.905500e+04	5.021833e-08	1.824784e+01
5.930900e+04	5.062811e-08	1.823902e+01
5.956300e+04	5.040301e-08	1.824386e+01
5.981700e+04	5.076588e-08	1.823607e+01
6.007100e+04	5.139960e-08	1.822260e+01
6.032500e+04	5.117837e-08	1.822728e+01
6.057900e+04	5.045656e-08	1.824271e+01
6.083300e+04	5.075292e-08	1.823635e+01
6.108700e+04	5.102770e-08	1.823049e+01
6.134100e+04	5.125147e-08	1.822573e+01
6.159500e+04	5.186853e-08	1.821274e+01
6.184900e+04	5.304155e-08	1.818846e+01
6.210300e+04	5.377667e-08	1.817352e+01
6.235700e+04	5.408155e-08	1.816738e+01
6.261100e+04	5.464414e-08	1.815614e+01
6.286500e+04	5.535788e-08	1.814205e+01
6.311900e+04	5.578762e-08	1.813366e+01
6.337300e+04	5.636674e-08	1.812244e+01
6.362700e+04	5.766559e-08	1.809771e+01
6.388100e+04	5.884412e-08	1.807574e+01
6.413500e+04	5.919156e-08	1.806935e+01
6.438900e+04	6.027088e-08	1.804973e+01
6.464300e+04	6.158329e-08	1.802634e+01
6.489700e+04	6.323920e-08	1.799753e+01
6.515100e+04	6.545851e-08	1.796008e+01
6.540500e+04	6.740184e-08	1.792832e+01
6.565900e+04	7.082222e-08	1.787458e+01
6.591300e+04	7.416879e-08	1.782445e+01
6.616700e+04	7.827243e-08	1.776598e+01
6.642100e+04	8.288063e-08	1.770387e+01
6.667500e+04	8.703204e-08	1.765080e+01
6.692900e+04	8.766570e-08	1.764293e+01
6.718300e+04	8.821855e-08	1.763610e+01
6.743700e+04	8.655197e-08	1.765681e+01
6.769100e+04	8.407845e-08	1.768829e+01
6.794500e+04	8.131308e-08	1.772460e+01
6.819900e+04	7.955520e-08	1.774833e+01
6.845300e+04	7.804603e-08	1.776912e+01
6.870700e+04	7.748526e-08	1.777695e+01
6.896100e+04	7.705117e-08	1.778305e+01
6.921500e+04	7.704354e-08	1.778316e+01
6.946900e+04	7.831398e-08	1.776540e+01
6.972300e+04	7.977006e-08	1.774540e+01
6.997700e+04	8.201666e-08	1.771524e+01
7.023100e+04	8.474091e-08	1.767977e+01
7.048500e+04	8.759633e-08	1.764379e+01
7.073900e+04	9.273099e-08	1.758194e+01
7.099300e+04	9.776981e-08	1.752449e+01
7.124700e+04	1.047256e-07	1.744987e+01
7.150100e+04	1.127662e-07	1.736955e+01
7.175500e+04	1.209022e-07	1.729391e+01
7.200900e+04	1.273029e-07	1.723790e+01
7.226300e+04	1.337456e-07	1.718430e+01
7.251700e+04	1.365113e-07	1.716208e+01
7.277100e+04	1.338814e-07	1.718320e+01
7.302500e+04	1.312638e-07	1.720464e+01
7.327900e+04	1.277094e-07	1.723444e+01
7.353300e+04	1.241654e-07	1.726500e+01
7.378700e+04	1.207905e-07	1.729492e+01
7.404100e+04	1.206177e-07	1.729647e+01
7.429500e+04	1.206611e-07	1.729608e+01
7.454900e+04	1.223120e-07	1.728133e+01
7.480300e+04	1.257608e-07	1.725114e+01
7.505700e+04	1.292286e-07	1.722160e+01
7.531100e+04	1.360792e-07	1.716552e+01
7.556500e+04	1.440356e-07	1.710383e+01
7.581900e+04	1.519872e-07	1.704548e+01
7.607300e+04	1.669541e-07	1.694351e+01
7.632700e+04	1.819635e-07	1.685004e+01
7.658100e+04	1.999793e-07	1.674754e+01
7.683500e+04	2.299677e-07	1.659583e+01
7.708900e+04	2.599224e-07	1.646289e+01
7.734300e+04	3.030114e-07	1.629635e+01
7.759700e+04	3.621705e-07	1.610272e+01
7.785100e+04	4.213240e-07	1.593846e+01
7.810500e+04	4.996849e-07	1.575326e+01
7.835900e+04	5.910748e-07	1.557089e+01
7.861300e+04	6.824229e-07	1.541487e+01
7.886700e+04	6.998388e-07	1.538750e+01
7.912100e+04	6.987387e-07	1.538921e+01
7.937500e+04	6.978138e-07	1.539065e+01
7.962900e+04	6.251754e-07	1.551000e+01
7.988300e+04	5.443954e-07	1.566021e+01
8.013700e+04	4.636287e-07	1.583457e+01
8.039100e+04	4.132176e-07	1.595955e+01
8.064500e+04	3.627629e-07	1.610094e+01
8.089900e+04	3.152080e-07	1.625351e+01
8.115300e+04	2.931286e-07	1.633235e+01
8.153400e+04	2.600596e-07	1.646232e+01
8.204200e+04	2.386573e-07	1.655556e+01
8.255000e+04	2.274311e-07	1.660788e+01
8.305800e+04	2.259033e-07	1.661519e+01
8.356600e+04	2.307599e-07	1.659210e+01
8.407400e+04	2.367697e-07	1.656418e+01
8.458200e+04	2.437255e-07	1.653275e+01
8.509000e+04	2.475428e-07	1.651587e+01
8.559800e+04	2.494749e-07	1.650743e+01
8.610600e+04	2.486142e-07	1.651119e+01
8.661400e+04	2.476944e-07	1.651521e+01
8.712200e+04	2.473990e-07	1.651651e+01
8.763000e+04	2.500591e-07	1.650489e+01
8.813800e+04	2.556981e-07	1.648068e+01
8.864600e+04	2.633552e-07	1.644865e+01
8.915400e+04	2.760041e-07	1.639771e+01
8.966200e+04	2.908526e-07	1.634082e+01
9.017000e+04	3.097358e-07	1.627252e+01
9.067800e+04	3.329294e-07	1.619412e+01
9.118600e+04	3.584711e-07	1.611386e+01
9.169400e+04	3.913621e-07	1.601855e+01
9.220200e+04	4.280014e-07	1.592139e+01
9.271000e+04	4.704966e-07	1.581861e+01
9.321800e+04	5.238626e-07	1.570196e+01
9.372600e+04	5.817992e-07	1.558807e+01
9.423400e+04	6.649196e-07	1.544308e+01
9.474200e+04	7.576771e-07	1.530129e+01
9.525000e+04	8.696632e-07	1.515162e+01
9.575800e+04	9.745945e-07	1.502794e+01
9.626600e+04	1.075060e-06	1.492142e+01
9.677400e+04	1.108522e-06	1.488814e+01
9.728200e+04	1.126207e-06	1.487095e+01
9.779000e+04	1.112217e-06	1.488453e+01
9.829800e+04	1.103176e-06	1.489339e+01
9.880600e+04	1.104005e-06	1.489257e+01
9.931400e+04	1.090185e-06	1.490625e+01
9.982200e+04	1.063924e-06	1.493272e+01
1.003300e+05	9.960010e-07	1.500435e+01
