objName,objID,nDetections,gnTotal,gFPSFFlux,gFPSFFluxErr,gFPSFFluxStd,gFKronFlux,gFKronFluxErr,gFKronFluxStd,gFApFlux,gFApFluxErr,gFApFluxStd,gFlags,rnTotal,rFPSFFlux,rFPSFFluxErr,rFPSFFluxStd,rFKronFlux,rFKronFluxErr,rFKronFluxStd,rFApFlux,rFApFluxErr,rFApFluxStd,rFlags,inTotal,iFPSFFlux,iFPSFFluxErr,iFPSFFluxStd,iFKronFlux,iFKronFluxErr,iFKronFluxStd,iFApFlux,iFApFluxErr,iFApFluxStd,iFlags,znTotal,zFPSFFlux,zFPSFFluxErr,zFPSFFluxStd,zFKronFlux,zFKronFluxErr,zFKronFluxStd,zFApFlux,zFApFluxErr,zFApFluxStd,zFlags,ynTotal,yFPSFFlux,yFPSFFluxErr,yFPSFFluxStd,yFKronFlux,yFKronFluxErr,yFKronFluxStd,yFApFlux,yFApFluxErr,yFApFluxStd,yFlags
PSOJ257.2785+26.8557,140222572785597410,65,22,2.7815400244435295e-05,8.988910167317954e-07,9.138179779052734,5.1973700465168804e-05,1.5784399920448777e-06,6.867020130157471,4.6509001549566165e-05,1.7642299781073234e-06,23.8528995513916,16892216,23,4.41880983998999e-05,2.071999915642664e-06,31.46660041809082,8.378279744647443e-05,1.7800299474401982e-06,10.862500190734863,7.422130147460848e-05,8.832760158838937e-07,7.89654016494751,16892216,31,7.412779814330861e-05,1.8444700344844023e-06,6.141449928283691,0.0001322919997619465,2.631129973451607e-06,3.2209300994873047,0.00011786999675678089,2.194740090999403e-06,5.7486701011657715,16892216,22,8.994949894258752e-05,3.0558599064534064e-06,4.520040035247803,0.0001784839987521991,3.4825600323529216e-06,2.760469913482666,0.0001512970047770068,2.509299974917667e-06,5.654580116271973,16892216,22,7.970979640958831e-05,4.354610155132832e-06,5.133059978485107,0.00015368100139312446,6.145609859231627e-06,2.0217299461364746,0.00013545900583267212,6.284889877861133e-06,5.25324010848999,16892216
