multiframeID,extNum,cuEventID,seqNum,filterID,isoFlux,isoMag,x,xErr,y,yErr,gauSig,ell,pa,aProf1,aProf2,aProf3,aProf4,aProf5,aProf6,aProf7,aProf8,pHeight,pHeightErr,aperFlux1,aperFlux1err,aperMag1,aperMag1err,aperFlux2,aperFlux2err,aperMag2,aperMag2err,aperFlux3,aperFlux3err,aperMag3,aperMag3err,aperFlux4,aperFlux4err,aperMag4,aperMag4err,aperFlux5,aperFlux5err,aperMag5,aperMag5err,aperFlux6,aperFlux6err,aperMag6,aperMag6err,aperFlux7,aperFlux7err,aperMag7,aperMag7err,aperFlux8,aperFlux8err,aperMag8,aperMag8err,aperFlux9,aperFlux9err,aperMag9,aperMag9err,aperFlux10,aperFlux10err,aperMag10,aperMag10err,aperFlux11,aperFlux11err,aperMag11,aperMag11err,aperFlux12,aperFlux12err,aperMag12,aperMag12err,aperFlux13,aperFlux13err,aperMag13,aperMag13err,petroRad,kronRad,hallRad,petroFlux,petroFluxErr,petroMag,petroMagErr,kronFlux,kronFluxErr,kronMag,kronMagErr,hallFlux,hallFluxErr,hallMag,hallMagErr,errBits,sky,skyVar,deblend,ra,dec,cx,cy,cz,htmID,l,b,lambda,eta,class,classStat,psfFlux,psfFluxErr,psfMag,psfMagErr,psfFitX,psfFitXerr,psfFitY,psfFitYerr,psfFitChi2,psfFitDof,SerFlux1D,SerMag1D,SerScaleLen1D,SerIdx1D,SerFit1DChi2,SerFitNu1D,SerFlux2D,SerMag2D,SerScaleLen2D,SerIdx2D,SerFit2DChi2,SerFitNu2D,ppErrBits,deprecated,objID,distance
6259648,2,36503,258,3,1978.9268,17.23943,1920.9095,0.041092,408.1896,0.04191,2.736246,0.195253,116.71076,63,40,15,6,0,0,0,0,132.82465,8.191518,515.73224,17.29448,17.88246,0.036409,800.72565,23.38638,17.782042,0.031711,1134.1067,31.464125,17.634277,0.030122,1526.1414,42.60372,17.42966,0.030309,2000.7378,58.27931,17.188786,0.031626,2410.9688,80.24655,17.01031,0.036138,2843.2249,111.53164,16.845976,0.04259,3216.3706,138.43385,16.71209,0.046731,3506.8853,165.36667,16.6182,0.051198,3834.714,192.38649,16.521172,0.054471,4222.1816,219.47249,16.416662,0.056437,4998.074,273.6922,16.233498,0.059454,6004.4473,328.02686,16.03432,0.059314,9.180624,3.811794,8.385112,4019.3926,201.74338,16.470102,0.054496,2486.5579,86.1102,16.991507,0.037599,2612.9473,94.24704,16.937677,0.039162,0,658.65466,0.023605,-99999999,257.2785815,26.8557596,-0.1964604,-0.8702465,0.451746,14417648616932,48.645565,33.2865182,58.1912548,26.4885027,1,14.281218,-999999500,-999999500,-999999500,-999999500,-999999500,-999999500,-999999500,-999999500,-999999500,-9999,-999999500,-999999500,-999999500,-999999500,-999999500,-999999500,-999999500,-999999500,-999999500,-999999500,-999999500,-999999500,0,0,317117646,0.0003596
