objID,detectID,filterID,randomDetID,obsTime,ra,dec,raErr,decErr,extNSigma,zp,airMass,psfFlux,psfFluxErr,psfMajorFWHM,psfMinorFWHM,psfTheta,psfCore,psfQf,psfQfPerfect,psfChiSq,psfLikelihood,apFlux,apFluxErr,apFillF,apRadius,kronFlux,kronFluxErr,kronRad,sky,skyErr,infoFlag,infoFlag2,infoFlag3
140222572785597410,230748046300000938,3,0.886686710535257,56408.4807345,257.27854803,26.85570526,0.022493699565529823,0.022493699565529823,12.435600280761719,24.54129981994629,1.098680019378662,7.173400081228465e-05,2.965299927382148e-06,1.238319993019104,1.2044099569320679,49.960601806640625,0.14186899363994598,0.9980790019035339,0.9980790019035339,1.148859977722168,1.673860046724337e-35,0.00012722700193990022,1.3004699894736405e-06,0.8839020133018494,2.8132500648498535,0.00013611899339593947,6.8669000938825775e-06,3.193380117416382,0.0001381250040140003,4.777270078193396e-06,35667969,128,7374912
140222572785597410,244323302270000821,4,0.872373095594694,56544.2333789,257.27857745,26.85571121,0.013451600447297096,0.013451600447297096,19.178600311279297,24.273700714111328,1.0528700351715088,8.258129673777148e-05,2.04069010578678e-06,1.0198099613189697,0.9548360109329224,-46.23080062866211,0.19684700667858124,0.9962660074234009,0.9962660074234009,1.8023099899291992,0.0,0.00014325999654829502,1.363260025755153e-06,0.8684750199317932,2.3025999069213867,0.0001696620020084083,5.20487992616836e-06,3.218780040740967,6.385229789884761e-05,3.854820079141064e-06,102776839,128,7374912
140222572785597410,232056248270000726,1,0.870280653117486,56421.5627441,257.27854928,26.85569894,0.02192169986665249,0.02192169986665249,8.344120025634766,24.45829963684082,1.0417300462722778,2.5112600269494578e-05,1.011229983305384e-06,1.0744099617004395,0.9441310167312622,88.40509796142578,-0.17044000327587128,0.9982730150222778,0.9901779890060425,1.132699966430664,7.174320094151661e-17,3.601879870984703e-05,7.347899781962042e-07,0.8606160283088684,2.302809953689575,3.467249916866422e-05,1.8272600073032663e-06,2.3345398902893066,4.84452993987361e-06,1.6155699995579198e-06,35667969,128,108038208
140222572785597410,232657973270000835,1,0.755886989418312,56427.5799898,257.27853426,26.85572634,0.025412699207663536,0.025412699207663536,10.593799591064453,24.465099334716797,1.1207599639892578,2.5508799808449112e-05,1.1907400221389253e-06,1.3205599784851074,1.1648999452590942,80.28040313720703,0.05602569878101349,0.9994570016860962,0.9994570016860962,1.0656800270080566,3.1855198673419716e-26,4.181240001344122e-05,7.840209832465916e-07,0.8996679782867432,3.070460081100464,4.11631990573369e-05,2.405749910394661e-06,3.0467898845672607,5.558119937632e-06,1.6457299807370873e-06,35667969,128,7374912
140222572785597410,126333700640000770,2,0.247807395875275,55364.3372356,257.27854289,26.85570379,0.01643729954957962,0.01643729954957962,22.515399932861328,24.59630012512207,1.1049699783325195,3.9026199374347925e-05,1.1769100183300907e-06,0.9649689793586731,0.8694750070571899,-64.81749725341797,-0.04267920181155205,0.9976199865341187,0.9976199865341187,1.952589988708496,0.0,7.110279693733901e-05,1.0126799452336854e-06,0.8405370116233826,2.049420118331909,0.00010372800170443952,3.187549964422942e-06,3.3656399250030518,1.4495600225927774e-05,2.114529934260645e-06,102776839,128,7342144
140222572785597410,126334876640000812,2,0.690249680252978,55364.3489981,257.27855419,26.85570283,0.018295299261808395,0.018295299261808395,22.478599548339844,24.45050048828125,1.0744099617004395,3.6939098208677024e-05,1.2399400475260336e-06,0.9524250030517578,0.7590109705924988,-59.11439895629883,-0.24139699339866638,0.9973469972610474,0.9973469972610474,1.7750300168991089,0.0,7.511050353059545e-05,1.1046099643863272e-06,0.830590009689331,2.049340009689331,9.62507983786054e-05,3.4518400298111374e-06,3.0698299407958984,1.8460599676473066e-05,2.4624800971650984e-06,102776839,128,7342144
140222572785597410,126846624120000767,3,0.406324652402033,55369.4665153,257.27858541,26.8557073,0.015705199912190437,0.015705199912190437,18.710500717163086,24.642799377441406,1.0904899835586548,8.346670074388385e-05,2.405379973424715e-06,1.7654399871826172,1.6641900539398193,-4.748499870300293,0.08177109807729721,0.9989200234413147,0.9989200234413147,1.3089499473571777,0.0,0.00015334199997596443,1.3433699450615677e-06,0.9226009845733643,4.098169803619385,0.00015567199443466961,5.522029823623598e-06,4.4470601081848145,3.907419886672869e-05,2.6601599074638216e-06,102776839,128,7374912
140222572785597410,126847781120000924,3,0.690890663015554,55369.4780809,257.27854412,26.85568594,0.01619339920580387,0.01619339920580387,18.217500686645508,24.644500732421875,1.1242400407791138,7.21121032256633e-05,2.1429400476336014e-06,1.4799799919128418,1.361649990081787,22.548900604248047,0.2255769968032837,0.9987800121307373,0.9987800121307373,1.4015799760818481,0.0,0.00013037599273957312,1.2516300103015965e-06,0.9003080129623413,3.3294899463653564,0.00013992800086271018,4.859360160480719e-06,3.832390069961548,4.127650026930496e-05,2.695949888220639e-06,102776839,128,7374912
140222572785597410,126034186640000670,1,0.512957411364613,55361.3421223,257.2785374,26.85569594,0.022337300702929497,0.022337300702929497,14.339300155639648,24.452800750732422,1.1148799657821655,2.9251099476823583e-05,1.1987300467808382e-06,1.415969967842102,1.312690019607544,55.874000549316406,-0.18648500740528107,0.9992280006408691,0.9992280006408691,1.2773000001907349,0.0,5.3674099035561085e-05,8.948990171120386e-07,0.8974570035934448,3.0741899013519287,5.659729868057184e-05,2.597090087874676e-06,3.5351099967956543,4.616199930751463e-06,1.653889967201394e-06,35667969,128,7374912
140222572785597410,126035295640000724,1,0.278575348927244,55361.3532079,257.27855109,26.85567807,0.02419699914753437,0.02419699914753437,8.375269889831543,24.457300186157227,1.0840699672698975,2.7769799999077804e-05,1.2327600416028872e-06,1.3996200561523438,1.351539969444275,46.3849983215332,-0.08316630125045776,0.9992769956588745,0.9992769956588745,1.2633800506591797,5.5095701422964294e-17,4.323370012571104e-05,8.021889925657888e-07,0.8996679782867432,3.0742199420928955,4.177810114924796e-05,2.4256999040517258e-06,3.2888998985290527,4.979559889761731e-06,1.7088000276999082e-06,35667969,128,7374912
