#wave(A)    	flux(maggies)	flux(ABmag)
1.004570e+04	4.159003e-08	1.845253e+01
1.007110e+04	4.143754e-08	1.845652e+01
1.009650e+04	4.154838e-08	1.845361e+01
1.012190e+04	4.193449e-08	1.844357e+01
1.014730e+04	4.226789e-08	1.843497e+01
1.017270e+04	4.242656e-08	1.843091e+01
1.019810e+04	4.255621e-08	1.842759e+01
1.022350e+04	4.233056e-08	1.843336e+01
1.024890e+04	4.208259e-08	1.843974e+01
1.027430e+04	4.188116e-08	1.844495e+01
1.029970e+04	4.196268e-08	1.844284e+01
1.032510e+04	4.201387e-08	1.844152e+01
1.035050e+04	4.200299e-08	1.844180e+01
1.037590e+04	4.216418e-08	1.843764e+01
1.040130e+04	4.230307e-08	1.843407e+01
1.042670e+04	4.274958e-08	1.842267e+01
1.045210e+04	4.288589e-08	1.841921e+01
1.047750e+04	4.304170e-08	1.841528e+01
1.050290e+04	4.302476e-08	1.841570e+01
1.052830e+04	4.279760e-08	1.842145e+01
1.055370e+04	4.259080e-08	1.842671e+01
1.057910e+04	4.250012e-08	1.842902e+01
1.060450e+04	4.294153e-08	1.841781e+01
1.062990e+04	4.296525e-08	1.841721e+01
1.065530e+04	4.276576e-08	1.842226e+01
1.068070e+04	4.301765e-08	1.841588e+01
1.070610e+04	4.320492e-08	1.841117e+01
1.073150e+04	4.339250e-08	1.840646e+01
1.075690e+04	4.290157e-08	1.841882e+01
1.078230e+04	4.326684e-08	1.840961e+01
1.080770e+04	4.172182e-08	1.844909e+01
1.083310e+04	4.313594e-08	1.841290e+01
1.085850e+04	4.049455e-08	1.848151e+01
1.088390e+04	4.403403e-08	1.839053e+01
1.090930e+04	4.339276e-08	1.840646e+01
1.093470e+04	4.322712e-08	1.841061e+01
1.096010e+04	4.488973e-08	1.836963e+01
1.098550e+04	4.437721e-08	1.838210e+01
1.101090e+04	4.105443e-08	1.846660e+01
1.103630e+04	4.440015e-08	1.838154e+01
1.106170e+04	4.519121e-08	1.836237e+01
1.108710e+04	4.488323e-08	1.836979e+01
1.111250e+04	4.245490e-08	1.843018e+01
1.113790e+04	4.454313e-08	1.837805e+01
1.116330e+04	4.541834e-08	1.835692e+01
1.118870e+04	4.549457e-08	1.835510e+01
1.121410e+04	4.543232e-08	1.835659e+01
1.123950e+04	4.466916e-08	1.837498e+01
1.126490e+04	4.302754e-08	1.841563e+01
1.129030e+04	4.591483e-08	1.834512e+01
1.131570e+04	4.659712e-08	1.832910e+01
1.134110e+04	4.678671e-08	1.832469e+01
1.136650e+04	4.677998e-08	1.832485e+01
1.139190e+04	4.665267e-08	1.832781e+01
1.141730e+04	4.621186e-08	1.833812e+01
1.144270e+04	4.358166e-08	1.840174e+01
1.146810e+04	4.523234e-08	1.836138e+01
1.149350e+04	4.684275e-08	1.832339e+01
1.151890e+04	4.710530e-08	1.831733e+01
1.154430e+04	4.679678e-08	1.832446e+01
1.156970e+04	4.670573e-08	1.832657e+01
1.159510e+04	4.628135e-08	1.833648e+01
1.162050e+04	4.569681e-08	1.835029e+01
1.164590e+04	4.506249e-08	1.836546e+01
1.167130e+04	4.450103e-08	1.837907e+01
1.169670e+04	4.360541e-08	1.840115e+01
1.172210e+04	4.111879e-08	1.846490e+01
1.174750e+04	4.382441e-08	1.839571e+01
1.177290e+04	4.493567e-08	1.836852e+01
1.179830e+04	4.528258e-08	1.836017e+01
1.182370e+04	4.546633e-08	1.835578e+01
1.184910e+04	4.555370e-08	1.835369e+01
1.187450e+04	4.536086e-08	1.835830e+01
1.189990e+04	4.503658e-08	1.836609e+01
1.192530e+04	4.487810e-08	1.836991e+01
1.195070e+04	4.454410e-08	1.837802e+01
1.197610e+04	4.479527e-08	1.837192e+01
1.200150e+04	4.476010e-08	1.837277e+01
1.202690e+04	4.487447e-08	1.837000e+01
1.205230e+04	4.510003e-08	1.836456e+01
1.207770e+04	4.520783e-08	1.836197e+01
1.210310e+04	4.455913e-08	1.837766e+01
1.212850e+04	4.207076e-08	1.844005e+01
1.215390e+04	4.478175e-08	1.837225e+01
1.217930e+04	4.558499e-08	1.835295e+01
1.220470e+04	4.577691e-08	1.834838e+01
1.223010e+04	4.578037e-08	1.834830e+01
1.225550e+04	4.579603e-08	1.834793e+01
1.228090e+04	4.566773e-08	1.835098e+01
1.230630e+04	4.569878e-08	1.835024e+01
1.233170e+04	4.568743e-08	1.835051e+01
1.235710e+04	4.581455e-08	1.834749e+01
1.238250e+04	4.598697e-08	1.834341e+01
1.240790e+04	4.630606e-08	1.833591e+01
1.243330e+04	4.662940e-08	1.832835e+01
1.245870e+04	4.691952e-08	1.832162e+01
1.248410e+04	4.701249e-08	1.831947e+01
1.250950e+04	4.703096e-08	1.831904e+01
1.253490e+04	4.705315e-08	1.831853e+01
1.256030e+04	4.714364e-08	1.831644e+01
1.258570e+04	4.728392e-08	1.831322e+01
1.261110e+04	4.739975e-08	1.831056e+01
1.263650e+04	4.745840e-08	1.830922e+01
1.266190e+04	4.744499e-08	1.830952e+01
1.268730e+04	4.743279e-08	1.830980e+01
1.273175e+04	4.668373e-08	1.832709e+01
1.279525e+04	4.603190e-08	1.834235e+01
1.285875e+04	4.768856e-08	1.830396e+01
1.292225e+04	4.759948e-08	1.830599e+01
1.298575e+04	4.781881e-08	1.830100e+01
1.304925e+04	4.821109e-08	1.829213e+01
1.311275e+04	4.810850e-08	1.829445e+01
1.317625e+04	4.846615e-08	1.828640e+01
1.323975e+04	4.830867e-08	1.828994e+01
1.330325e+04	4.812824e-08	1.829400e+01
1.336675e+04	4.835650e-08	1.828886e+01
1.343025e+04	4.855153e-08	1.828449e+01
1.349375e+04	4.893128e-08	1.827603e+01
1.355725e+04	4.880388e-08	1.827886e+01
1.362075e+04	4.898050e-08	1.827494e+01
1.368425e+04	4.881681e-08	1.827858e+01
1.374775e+04	4.873373e-08	1.828043e+01
1.381125e+04	4.760885e-08	1.830578e+01
1.387475e+04	4.477610e-08	1.837238e+01
1.393825e+04	4.489516e-08	1.836950e+01
1.400175e+04	4.495179e-08	1.836813e+01
1.406525e+04	4.557191e-08	1.835326e+01
1.412875e+04	4.625624e-08	1.833707e+01
1.419225e+04	4.666435e-08	1.832754e+01
1.425575e+04	4.682923e-08	1.832371e+01
1.431925e+04	4.676205e-08	1.832527e+01
1.438275e+04	4.702649e-08	1.831914e+01
1.444625e+04	4.714380e-08	1.831644e+01
1.450975e+04	4.720208e-08	1.831510e+01
1.457325e+04	4.765032e-08	1.830484e+01
1.463675e+04	4.724249e-08	1.831417e+01
1.470025e+04	4.745201e-08	1.830936e+01
1.476375e+04	4.727991e-08	1.831331e+01
1.482725e+04	4.745859e-08	1.830921e+01
1.489075e+04	4.773006e-08	1.830302e+01
1.495425e+04	4.733552e-08	1.831203e+01
1.501775e+04	4.749403e-08	1.830840e+01
1.508125e+04	4.790028e-08	1.829915e+01
1.514475e+04	4.773844e-08	1.830283e+01
1.520825e+04	4.691127e-08	1.832181e+01
1.527175e+04	4.693316e-08	1.832130e+01
1.533525e+04	4.679764e-08	1.832444e+01
1.539875e+04	4.739333e-08	1.831071e+01
1.546225e+04	4.755748e-08	1.830695e+01
1.552575e+04	4.769915e-08	1.830372e+01
1.558925e+04	4.753426e-08	1.830748e+01
1.565275e+04	4.777031e-08	1.830210e+01
1.571625e+04	4.766840e-08	1.830442e+01
1.577975e+04	4.736386e-08	1.831138e+01
1.584325e+04	4.768870e-08	1.830396e+01
1.590675e+04	4.796745e-08	1.829763e+01
1.597025e+04	4.828047e-08	1.829057e+01
1.603375e+04	4.854075e-08	1.828473e+01
1.609725e+04	4.849875e-08	1.828567e+01
1.616075e+04	4.879570e-08	1.827905e+01
1.622425e+04	4.888453e-08	1.827707e+01
1.628775e+04	4.690902e-08	1.832186e+01
1.635125e+04	4.868186e-08	1.828158e+01
1.641475e+04	4.922073e-08	1.826963e+01
1.647825e+04	4.962515e-08	1.826075e+01
1.654175e+04	4.994208e-08	1.825383e+01
1.660525e+04	4.997622e-08	1.825309e+01
1.666875e+04	4.981850e-08	1.825652e+01
1.673225e+04	4.979342e-08	1.825707e+01
1.679575e+04	4.992942e-08	1.825411e+01
1.685925e+04	4.980390e-08	1.825684e+01
1.692275e+04	5.002501e-08	1.825203e+01
1.698625e+04	5.013006e-08	1.824975e+01
1.704975e+04	5.058528e-08	1.823994e+01
1.711325e+04	5.078270e-08	1.823571e+01
1.717675e+04	5.057965e-08	1.824006e+01
1.724025e+04	5.065285e-08	1.823849e+01
1.730375e+04	5.089797e-08	1.823325e+01
1.736725e+04	5.110208e-08	1.822890e+01
1.743075e+04	5.123529e-08	1.822608e+01
1.749425e+04	5.128341e-08	1.822506e+01
1.755775e+04	5.155390e-08	1.821935e+01
1.762125e+04	5.156864e-08	1.821904e+01
1.768475e+04	5.137443e-08	1.822313e+01
1.774825e+04	5.054900e-08	1.824072e+01
1.781175e+04	4.963247e-08	1.826059e+01
1.787525e+04	4.746427e-08	1.830908e+01
1.793875e+04	4.616257e-08	1.833927e+01
1.800225e+04	4.642194e-08	1.833319e+01
1.806575e+04	4.701170e-08	1.831949e+01
1.812925e+04	4.742190e-08	1.831005e+01
1.819275e+04	4.780666e-08	1.830128e+01
1.825625e+04	4.815419e-08	1.829341e+01
1.831975e+04	4.785379e-08	1.830021e+01
1.838325e+04	4.798567e-08	1.829722e+01
1.844675e+04	4.754138e-08	1.830732e+01
1.850390e+04	4.693462e-08	1.832127e+01
1.856740e+04	4.646738e-08	1.833213e+01
1.863725e+04	4.689791e-08	1.832212e+01
1.870075e+04	4.712238e-08	1.831693e+01
1.876425e+04	4.718431e-08	1.831551e+01
1.882775e+04	4.779872e-08	1.830146e+01
1.889125e+04	4.776657e-08	1.830219e+01
1.895475e+04	4.810621e-08	1.829450e+01
1.901825e+04	4.838854e-08	1.828814e+01
1.908175e+04	4.762178e-08	1.830549e+01
1.914525e+04	4.731355e-08	1.831254e+01
1.920875e+04	4.749200e-08	1.830845e+01
1.927225e+04	4.751546e-08	1.830791e+01
1.933575e+04	4.761552e-08	1.830563e+01
1.939925e+04	4.822839e-08	1.829174e+01
1.946275e+04	4.916541e-08	1.827085e+01
1.952625e+04	4.946944e-08	1.826416e+01
1.958975e+04	4.903883e-08	1.827365e+01
1.965325e+04	4.944655e-08	1.826466e+01
1.971675e+04	4.956863e-08	1.826198e+01
1.978025e+04	4.839134e-08	1.828808e+01
1.984375e+04	4.892656e-08	1.827614e+01
1.990725e+04	4.866050e-08	1.828206e+01
1.997075e+04	4.809036e-08	1.829486e+01
2.003425e+04	4.847291e-08	1.828625e+01
2.009775e+04	4.865041e-08	1.828228e+01
2.016125e+04	4.755970e-08	1.830690e+01
2.022475e+04	4.969793e-08	1.825915e+01
2.028825e+04	5.010818e-08	1.825023e+01
2.038350e+04	4.923390e-08	1.826934e+01
2.051050e+04	4.905829e-08	1.827322e+01
2.063750e+04	5.045972e-08	1.824264e+01
2.076450e+04	4.986394e-08	1.825553e+01
2.089150e+04	4.875089e-08	1.828004e+01
2.101850e+04	5.117510e-08	1.822735e+01
2.114550e+04	4.991450e-08	1.825443e+01
2.127250e+04	5.008046e-08	1.825083e+01
2.139950e+04	4.793815e-08	1.829830e+01
2.152650e+04	4.966010e-08	1.825998e+01
2.165350e+04	4.994555e-08	1.825376e+01
2.178050e+04	4.902884e-08	1.827387e+01
2.190750e+04	4.884925e-08	1.827786e+01
2.203450e+04	4.737234e-08	1.831119e+01
2.216150e+04	4.869338e-08	1.828133e+01
2.228850e+04	4.872903e-08	1.828053e+01
2.241550e+04	4.817995e-08	1.829283e+01
2.254250e+04	4.708241e-08	1.831785e+01
2.266950e+04	4.677476e-08	1.832497e+01
2.279650e+04	4.708421e-08	1.831781e+01
2.292350e+04	4.639897e-08	1.833373e+01
2.305050e+04	4.569985e-08	1.835021e+01
2.317750e+04	4.575606e-08	1.834888e+01
2.330450e+04	4.526360e-08	1.836063e+01
2.343150e+04	4.538128e-08	1.835781e+01
2.355850e+04	4.573186e-08	1.834945e+01
2.368550e+04	4.545950e-08	1.835594e+01
2.381250e+04	4.387894e-08	1.839436e+01
2.393950e+04	4.490661e-08	1.836922e+01
2.406650e+04	4.424414e-08	1.838536e+01
2.419350e+04	4.437995e-08	1.838203e+01
2.432050e+04	4.471339e-08	1.837391e+01
2.444750e+04	4.411493e-08	1.838854e+01
2.457450e+04	4.350570e-08	1.840363e+01
2.470150e+04	4.180006e-08	1.844706e+01
2.482850e+04	4.259205e-08	1.842668e+01
2.495550e+04	4.148550e-08	1.845526e+01
2.508250e+04	4.072828e-08	1.847526e+01
2.520950e+04	4.055979e-08	1.847976e+01
2.533650e+04	4.066696e-08	1.847690e+01
2.546350e+04	4.065644e-08	1.847718e+01
2.559050e+04	4.030544e-08	1.848659e+01
2.571750e+04	3.971675e-08	1.850257e+01
2.584450e+04	3.998308e-08	1.849531e+01
2.597150e+04	3.878470e-08	1.852835e+01
2.609850e+04	3.824736e-08	1.854350e+01
2.622550e+04	3.798958e-08	1.855084e+01
2.635250e+04	3.782832e-08	1.855546e+01
2.647950e+04	3.821306e-08	1.854447e+01
2.660650e+04	3.781007e-08	1.855598e+01
2.673350e+04	3.778076e-08	1.855682e+01
2.686050e+04	3.727928e-08	1.857133e+01
2.698750e+04	3.741574e-08	1.856736e+01
2.711450e+04	3.676641e-08	1.858637e+01
2.724150e+04	3.644486e-08	1.859591e+01
2.736850e+04	3.647380e-08	1.859505e+01
2.749550e+04	3.552166e-08	1.862377e+01
2.762250e+04	3.618313e-08	1.860373e+01
2.774950e+04	3.574559e-08	1.861694e+01
2.787650e+04	3.564359e-08	1.862005e+01
2.800350e+04	3.568161e-08	1.861889e+01
2.813050e+04	3.579674e-08	1.861539e+01
2.825750e+04	3.542478e-08	1.862673e+01
2.838450e+04	3.490085e-08	1.864291e+01
2.851150e+04	3.471441e-08	1.864873e+01
2.863850e+04	3.442718e-08	1.865775e+01
2.876550e+04	3.431467e-08	1.866130e+01
2.889250e+04	3.443886e-08	1.865738e+01
2.901950e+04	3.434062e-08	1.866048e+01
2.914650e+04	3.311118e-08	1.870006e+01
2.927350e+04	3.250338e-08	1.872018e+01
2.940050e+04	3.272797e-08	1.871270e+01
2.952750e+04	3.147097e-08	1.875522e+01
2.965450e+04	3.178451e-08	1.874446e+01
2.978150e+04	3.143497e-08	1.875647e+01
2.990850e+04	3.051207e-08	1.878882e+01
3.003550e+04	3.065254e-08	1.878383e+01
3.016250e+04	3.029190e-08	1.879668e+01
3.028950e+04	2.954144e-08	1.882392e+01
3.041650e+04	2.996038e-08	1.880863e+01
3.054350e+04	2.928516e-08	1.883338e+01
3.067050e+04	2.882174e-08	1.885070e+01
3.079750e+04	2.957052e-08	1.882285e+01
3.092450e+04	2.947142e-08	1.882650e+01
3.105150e+04	2.877667e-08	1.885240e+01
3.117850e+04	2.844608e-08	1.886494e+01
3.130550e+04	2.874388e-08	1.885364e+01
3.143250e+04	2.795321e-08	1.888392e+01
3.155950e+04	2.753458e-08	1.890030e+01
3.168650e+04	2.765975e-08	1.889538e+01
3.181350e+04	2.804417e-08	1.888039e+01
3.194050e+04	2.760365e-08	1.889758e+01
3.206750e+04	2.762331e-08	1.889681e+01
3.219450e+04	2.747248e-08	1.890276e+01
3.232150e+04	2.735005e-08	1.890760e+01
3.244850e+04	2.713716e-08	1.891609e+01
3.257550e+04	2.675727e-08	1.893140e+01
3.270250e+04	2.701081e-08	1.892116e+01
3.282950e+04	2.714233e-08	1.891588e+01
3.295650e+04	2.728283e-08	1.891028e+01
3.308350e+04	2.727838e-08	1.891045e+01
3.321050e+04	2.687005e-08	1.892683e+01
3.333750e+04	2.646229e-08	1.894343e+01
3.346450e+04	2.705827e-08	1.891925e+01
3.359150e+04	2.712883e-08	1.891642e+01
3.371850e+04	2.692850e-08	1.892447e+01
3.384550e+04	2.672012e-08	1.893290e+01
3.397250e+04	2.662723e-08	1.893668e+01
3.409950e+04	2.667439e-08	1.893476e+01
3.422650e+04	2.626337e-08	1.895162e+01
3.435350e+04	2.636346e-08	1.894749e+01
3.448050e+04	2.643427e-08	1.894458e+01
3.460750e+04	2.624624e-08	1.895233e+01
3.473450e+04	2.596781e-08	1.896391e+01
3.486150e+04	2.612600e-08	1.895732e+01
3.498850e+04	2.585404e-08	1.896868e+01
3.511550e+04	2.594452e-08	1.896489e+01
3.524250e+04	2.581051e-08	1.897051e+01
3.536950e+04	2.591613e-08	1.896607e+01
3.549650e+04	2.592375e-08	1.896576e+01
3.562350e+04	2.580138e-08	1.897089e+01
3.575050e+04	2.558702e-08	1.897995e+01
3.587750e+04	2.538782e-08	1.898844e+01
3.600450e+04	2.546129e-08	1.898530e+01
3.613150e+04	2.546897e-08	1.898497e+01
3.625850e+04	2.546549e-08	1.898512e+01
3.638550e+04	2.525816e-08	1.899400e+01
3.651250e+04	2.487788e-08	1.901047e+01
3.663950e+04	2.513170e-08	1.899945e+01
3.676650e+04	2.491258e-08	1.900895e+01
3.689350e+04	2.477396e-08	1.901501e+01
3.702050e+04	2.480408e-08	1.901369e+01
3.714750e+04	2.464651e-08	1.902061e+01
3.727450e+04	2.439241e-08	1.903186e+01
3.740150e+04	2.421984e-08	1.903957e+01
3.752850e+04	2.403278e-08	1.904799e+01
3.765550e+04	2.382588e-08	1.905738e+01
3.778250e+04	2.351377e-08	1.907169e+01
3.790950e+04	2.337934e-08	1.907792e+01
3.803650e+04	2.321005e-08	1.908581e+01
3.816350e+04	2.372669e-08	1.906191e+01
3.829050e+04	2.357767e-08	1.906875e+01
3.841750e+04	2.343525e-08	1.907533e+01
3.854450e+04	2.299759e-08	1.909579e+01
3.867150e+04	2.300254e-08	1.909556e+01
3.879850e+04	2.297069e-08	1.909706e+01
3.892550e+04	2.284699e-08	1.910293e+01
3.905250e+04	2.272783e-08	1.910861e+01
3.917950e+04	2.262381e-08	1.911359e+01
3.930650e+04	2.251597e-08	1.911877e+01
3.943350e+04	2.241490e-08	1.912366e+01
3.956050e+04	2.232012e-08	1.912826e+01
3.968750e+04	2.230094e-08	1.912919e+01
3.981450e+04	2.222703e-08	1.913280e+01
3.994150e+04	2.214117e-08	1.913700e+01
4.006850e+04	2.206834e-08	1.914058e+01
4.019550e+04	2.202440e-08	1.914274e+01
4.032250e+04	2.201300e-08	1.914330e+01
4.044950e+04	2.197884e-08	1.914499e+01
4.057650e+04	2.199696e-08	1.914409e+01
4.076700e+04	2.211206e-08	1.913843e+01
4.102100e+04	2.255453e-08	1.911692e+01
4.127500e+04	2.331085e-08	1.908110e+01
4.152900e+04	2.749551e-08	1.890185e+01
4.178300e+04	3.103627e-08	1.877033e+01
4.203700e+04	3.414831e-08	1.866658e+01
4.229100e+04	2.798664e-08	1.888262e+01
4.254500e+04	2.336713e-08	1.907849e+01
4.279900e+04	2.181845e-08	1.915294e+01
4.305300e+04	2.113060e-08	1.918772e+01
4.330700e+04	2.064554e-08	1.921293e+01
4.356100e+04	2.034907e-08	1.922864e+01
4.381500e+04	2.010182e-08	1.924191e+01
4.406900e+04	1.991553e-08	1.925202e+01
4.432300e+04	1.974841e-08	1.926117e+01
4.457700e+04	1.957230e-08	1.927090e+01
4.483100e+04	1.937855e-08	1.928170e+01
4.508500e+04	1.921281e-08	1.929102e+01
4.533900e+04	1.908636e-08	1.929819e+01
4.559300e+04	1.897045e-08	1.930481e+01
4.584700e+04	1.879283e-08	1.931502e+01
4.610100e+04	1.865469e-08	1.932303e+01
4.635500e+04	1.849019e-08	1.933265e+01
4.660900e+04	1.843011e-08	1.933618e+01
4.686300e+04	1.822955e-08	1.934806e+01
4.711700e+04	1.813655e-08	1.935361e+01
4.737100e+04	1.795446e-08	1.936457e+01
4.762500e+04	1.771621e-08	1.937907e+01
4.787900e+04	1.772204e-08	1.937872e+01
4.813300e+04	1.760360e-08	1.938600e+01
4.838700e+04	1.746925e-08	1.939431e+01
4.864100e+04	1.735030e-08	1.940173e+01
4.889500e+04	1.725860e-08	1.940749e+01
4.914900e+04	1.716600e-08	1.941333e+01
4.940300e+04	1.705281e-08	1.942051e+01
4.965700e+04	1.686847e-08	1.943231e+01
4.991100e+04	1.676490e-08	1.943900e+01
5.016500e+04	1.661736e-08	1.944859e+01
5.041900e+04	1.650725e-08	1.945581e+01
5.067300e+04	1.637770e-08	1.946437e+01
5.092700e+04	1.622245e-08	1.947471e+01
5.118100e+04	1.609018e-08	1.948360e+01
5.143500e+04	1.590430e-08	1.949621e+01
5.168900e+04	1.592207e-08	1.949500e+01
5.194300e+04	1.579304e-08	1.950384e+01
5.219700e+04	1.568753e-08	1.951111e+01
5.245100e+04	1.561716e-08	1.951599e+01
5.270500e+04	1.547531e-08	1.952590e+01
5.295900e+04	1.532115e-08	1.953677e+01
5.321300e+04	1.526460e-08	1.954079e+01
5.346700e+04	1.515124e-08	1.954888e+01
5.372100e+04	1.500035e-08	1.955975e+01
5.397500e+04	1.484756e-08	1.957086e+01
5.422900e+04	1.471831e-08	1.958036e+01
5.448300e+04	1.462399e-08	1.958734e+01
5.473700e+04	1.454353e-08	1.959333e+01
5.499100e+04	1.436539e-08	1.960671e+01
5.524500e+04	1.423293e-08	1.961676e+01
5.549900e+04	1.404130e-08	1.963148e+01
5.575300e+04	1.392158e-08	1.964078e+01
5.600700e+04	1.383984e-08	1.964717e+01
5.626100e+04	1.369102e-08	1.965891e+01
5.651500e+04	1.354360e-08	1.967066e+01
5.676900e+04	1.346789e-08	1.967675e+01
5.702300e+04	1.337088e-08	1.968460e+01
5.727700e+04	1.337269e-08	1.968445e+01
5.753100e+04	1.329210e-08	1.969102e+01
5.778500e+04	1.315243e-08	1.970248e+01
5.803900e+04	1.301475e-08	1.971391e+01
5.829300e+04	1.293742e-08	1.972038e+01
5.854700e+04	1.288640e-08	1.972467e+01
5.880100e+04	1.274722e-08	1.973646e+01
5.905500e+04	1.255666e-08	1.975281e+01
5.930900e+04	1.254613e-08	1.975373e+01
5.956300e+04	1.250998e-08	1.975686e+01
5.981700e+04	1.250085e-08	1.975765e+01
6.007100e+04	1.250620e-08	1.975719e+01
6.032500e+04	1.243727e-08	1.976319e+01
6.057900e+04	1.230007e-08	1.977523e+01
6.083300e+04	1.228335e-08	1.977671e+01
6.108700e+04	1.226514e-08	1.977832e+01
6.134100e+04	1.222788e-08	1.978162e+01
6.159500e+04	1.224546e-08	1.978006e+01
6.184900e+04	1.232934e-08	1.977265e+01
6.210300e+04	1.236988e-08	1.976909e+01
6.235700e+04	1.236212e-08	1.976977e+01
6.261100e+04	1.238575e-08	1.976769e+01
6.286500e+04	1.242496e-08	1.976426e+01
6.311900e+04	1.242363e-08	1.976438e+01
6.337300e+04	1.245202e-08	1.976190e+01
6.362700e+04	1.254045e-08	1.975422e+01
6.388100e+04	1.260828e-08	1.974836e+01
6.413500e+04	1.259773e-08	1.974927e+01
6.438900e+04	1.266739e-08	1.974328e+01
6.464300e+04	1.275873e-08	1.973548e+01
6.489700e+04	1.287090e-08	1.972598e+01
6.515100e+04	1.299612e-08	1.971547e+01
6.540500e+04	1.318132e-08	1.970010e+01
6.565900e+04	1.345820e-08	1.967753e+01
6.591300e+04	1.373198e-08	1.965567e+01
6.616700e+04	1.407445e-08	1.962892e+01
6.642100e+04	1.446069e-08	1.959953e+01
6.667500e+04	1.480704e-08	1.957383e+01
6.692900e+04	1.482723e-08	1.957235e+01
6.718300e+04	1.484587e-08	1.957099e+01
6.743700e+04	1.466535e-08	1.958427e+01
6.769100e+04	1.440883e-08	1.960343e+01
6.794500e+04	1.412355e-08	1.962514e+01
6.819900e+04	1.392481e-08	1.964053e+01
6.845300e+04	1.375585e-08	1.965378e+01
6.870700e+04	1.367091e-08	1.966051e+01
6.896100e+04	1.359306e-08	1.966671e+01
6.921500e+04	1.354980e-08	1.967017e+01
6.946900e+04	1.364501e-08	1.966257e+01
6.972300e+04	1.375001e-08	1.965424e+01
6.997700e+04	1.392626e-08	1.964041e+01
7.023100e+04	1.413466e-08	1.962429e+01
7.048500e+04	1.436578e-08	1.960668e+01
7.073900e+04	1.480927e-08	1.957367e+01
7.099300e+04	1.524844e-08	1.954194e+01
7.124700e+04	1.585402e-08	1.949965e+01
7.150100e+04	1.656175e-08	1.945223e+01
7.175500e+04	1.727323e-08	1.940657e+01
7.200900e+04	1.783717e-08	1.937169e+01
7.226300e+04	1.840963e-08	1.933739e+01
7.251700e+04	1.863220e-08	1.932434e+01
7.277100e+04	1.835945e-08	1.934035e+01
7.302500e+04	1.809042e-08	1.935638e+01
7.327900e+04	1.773710e-08	1.937779e+01
7.353300e+04	1.738624e-08	1.939949e+01
7.378700e+04	1.704972e-08	1.942071e+01
7.404100e+04	1.700287e-08	1.942369e+01
7.429500e+04	1.698302e-08	1.942496e+01
7.454900e+04	1.710839e-08	1.941698e+01
7.480300e+04	1.739680e-08	1.939883e+01
7.505700e+04	1.765640e-08	1.938274e+01
7.531100e+04	1.829547e-08	1.934414e+01
7.556500e+04	1.900440e-08	1.930286e+01
7.581900e+04	1.970578e-08	1.926352e+01
7.607300e+04	2.105783e-08	1.919147e+01
7.632700e+04	2.241836e-08	1.912349e+01
7.658100e+04	2.404772e-08	1.904732e+01
7.683500e+04	2.678266e-08	1.893037e+01
7.708900e+04	2.951777e-08	1.882479e+01
7.734300e+04	3.345427e-08	1.868887e+01
7.759700e+04	3.887373e-08	1.852586e+01
7.785100e+04	4.429413e-08	1.838413e+01
7.810500e+04	5.148007e-08	1.822090e+01
7.835900e+04	5.986475e-08	1.805707e+01
7.861300e+04	6.824702e-08	1.791479e+01
7.886700e+04	6.982357e-08	1.788999e+01
7.912100e+04	6.970695e-08	1.789181e+01
7.937500e+04	6.960855e-08	1.789334e+01
7.962900e+04	6.289626e-08	1.800344e+01
7.988300e+04	5.543341e-08	1.814057e+01
8.013700e+04	4.798086e-08	1.829733e+01
8.039100e+04	4.331760e-08	1.840834e+01
8.064500e+04	3.864425e-08	1.853229e+01
8.089900e+04	3.424919e-08	1.866337e+01
8.115300e+04	3.219614e-08	1.873049e+01
8.153400e+04	2.910892e-08	1.883993e+01
8.204200e+04	2.709620e-08	1.891773e+01
8.255000e+04	2.600573e-08	1.896233e+01
8.305800e+04	2.581438e-08	1.897035e+01
8.356600e+04	2.621243e-08	1.895373e+01
8.407400e+04	2.671813e-08	1.893298e+01
8.458200e+04	2.731554e-08	1.890898e+01
8.509000e+04	2.762498e-08	1.889675e+01
8.559800e+04	2.775962e-08	1.889147e+01
8.610600e+04	2.764069e-08	1.889613e+01
8.661400e+04	2.751508e-08	1.890107e+01
8.712200e+04	2.744843e-08	1.890371e+01
8.763000e+04	2.766197e-08	1.889529e+01
8.813800e+04	2.814775e-08	1.887639e+01
8.864600e+04	2.881942e-08	1.885079e+01
8.915400e+04	2.995821e-08	1.880871e+01
8.966200e+04	3.129792e-08	1.876121e+01
9.017000e+04	3.301513e-08	1.870322e+01
9.067800e+04	3.512890e-08	1.863584e+01
9.118600e+04	3.746129e-08	1.856604e+01
9.169400e+04	4.047426e-08	1.848205e+01
9.220200e+04	4.384137e-08	1.839529e+01
9.271000e+04	4.774646e-08	1.830265e+01
9.321800e+04	5.266412e-08	1.819621e+01
9.372600e+04	5.800652e-08	1.809131e+01
9.423400e+04	6.567899e-08	1.795643e+01
9.474200e+04	7.423237e-08	1.782352e+01
9.525000e+04	8.458857e-08	1.768172e+01
9.575800e+04	9.430662e-08	1.756364e+01
9.626600e+04	1.036013e-07	1.746159e+01
9.677400e+04	1.066851e-07	1.742974e+01
9.728200e+04	1.083205e-07	1.741322e+01
9.779000e+04	1.070156e-07	1.742638e+01
9.829800e+04	1.061770e-07	1.743492e+01
9.880600e+04	1.062551e-07	1.743413e+01
9.931400e+04	1.049651e-07	1.744739e+01
9.982200e+04	1.025140e-07	1.747304e+01
