,names,classification,redshift,peak_mag,peak_absmag
0,ZTF19aatubsj (Tywin),TDE?,0.2666,18.1873884751161,-22.47384172540972
1,ZTF18aanlzzf,Unknown,0.235,15.0757594748689,-25.27406536592571
2,ZTF19adcddzk,Unknown,0.695,18.1021843984749,-25.025673468031773
