,sigma,sigma.err,ampl,ampl.err,fval,chi2,chi2dof,filename,humidity,filter,obsmjd,ccdid,amp_id,gain,readnoi,darkcur,magzp,magzpunc,magzprms,clrcoeff,clrcounc,zpclrcov,zpmed,zpavg,zprmsall,clrmed,clravg,clrrms,qid,rcid,seeing,maglim,status,filterid,fieldid,moonalt,moonillf,target_x,target_y,data_hasnan,F0,F0.err,Fratio,Fratio.err,upper_limit,mag,mag_err
0,5.473399689607924,0.1578663538721663,-1094.7523044564207,63.10596832185397,3854.9156400191523,616.9930419921875,0.9903580128285514,ztf_20190301504294_000480_zg_c12_o.fits,17.0,ZTF_g,58543.504294000006,12,3,6.2,10.0,1.0,25.896003,8.9575e-06,0.032632999999999995,-0.037561000000000004,1.87865e-05,-1.178e-05,25.879,25.872443,0.034388,0.522,0.627,0.288724,4,47,2.59,21.0,1,1,480,8.4328,-0.22144699999999998,1092.4964105764336,2326.967173980397,True,22824496188.061485,188305.79998030586,-4.796391979197502e-08,2.764835133631337e-09,21.0,99.0,99.0
1,5.771619874290196,0.16740372238649678,-982.2700879765463,48.487023957220345,3939.475857057552,619.87890625,0.9949902186998396,ztf_20190305396331_000480_zg_c12_o.fits,5.0,ZTF_g,58547.3963773,12,3,6.2,10.0,1.0,26.180956,9.302400000000001e-06,0.033542,-0.024038,1.91051e-05,-1.21e-05,26.171,26.165736,0.034275,0.528,0.633,0.293207,4,47,2.985,20.92,1,1,480,-53.3707,-0.014494700000000001,1086.2745912923824,2331.568012637844,True,29674430985.284733,254245.3918251784,-3.310156438934396e-08,1.6339664511728164e-09,20.92,99.0,99.0
2,7.379548872849197,0.2075974398041795,-425.08867421245384,90.5517810092358,4231.074524954387,617.9191284179688,0.9918445078940108,ztf_20190305457813_000480_zi_c12_o.fits,2.0,ZTF_i,58547.4578125,12,3,6.2,10.0,1.0,25.693562,1.3832e-06,0.019165,0.19556500000000002,8.6088e-06,-2.71e-06,25.740999,25.755186,0.05210599999999999,0.22,0.315,0.247763,4,47,1.944,20.91,1,3,480,-36.1289,-0.0131275,1080.3712418307302,2336.993979396544,True,18941954976.75672,24131.563458074612,-2.2441647376634107e-08,4.780487606583872e-09,20.91,99.0,99.0
3,10.727818434846373,0.3053534959277081,-893.0561682827553,62.26189511501594,4739.806663622828,623.9093017578125,1.0014595533833266,ztf_20190314544873_000480_zi_c12_o.fits,31.0,ZTF_i,58556.544884300005,12,3,6.2,10.0,1.0,25.696393,4.9548e-06,0.035533999999999996,0.196095,2.9854499999999997e-05,-9.57e-06,25.746,25.75925,0.060775,0.22399999999999998,0.321,0.251432,4,47,3.3480000000000003,19.34,1,3,480,-35.0193,0.512554,1091.4499611598628,2331.6420174994896,False,18991409574.351646,86668.0467563113,-4.702421717495099e-08,3.27842412142423e-09,19.34,99.0,99.0
4,8.4267621583682,0.23609353192900165,-838.2184568708618,52.74756041509777,4416.876445446782,621.105224609375,0.9969586269813404,ztf_20190316418553_000480_zg_c12_o.fits,29.0,ZTF_g,58558.4185995,12,3,6.2,10.0,1.0,26.281183000000002,1.02053e-05,0.034733,-0.11141300000000001,2.1520500000000002e-05,-1.347e-05,26.219998999999998,26.211447,0.04722,0.522,0.626,0.287121,4,47,2.609,20.87,1,1,480,7.084960000000001,0.718104,1081.6244473631018,2341.533765490745,True,32544170010.52311,305896.60430673294,-2.575633228931096e-08,1.620799085871866e-09,20.87,99.0,99.0
5,19.906364318721817,0.5654927780311182,-581.6796551789158,66.64334020958722,5512.524345987191,623.7427978515625,1.0011922918965692,ztf_20190319460185_000480_zi_c12_o.fits,45.0,ZTF_i,58561.4601852,12,3,6.2,10.0,1.0,25.062044,1.56989e-05,0.057485,0.178897,8.42699e-05,-2.862e-05,25.115999,25.122812,0.074659,0.228,0.34,0.26629,4,47,1.695,19.17,1,3,480,25.6023,0.962908,1094.027381234592,2305.6985575373183,False,10588089410.03497,153095.52735807246,-5.493716879908693e-08,6.294180012982498e-09,19.17,99.0,99.0
6,16.648904361444654,0.46443601768307397,30.021449874240094,61.016755741436576,5289.024149266965,623.6471557617188,1.0010387732932886,ztf_20190326338148_000480_zr_c12_o.fits,2.0,ZTF_r,58568.338148099996,12,3,6.2,10.0,1.0,23.352751,0.0008784823,0.109332,0.08043600000000001,0.0022346933,-0.00131786,23.403000000000002,23.400185999999998,0.11066500000000001,0.531,0.59,0.21291,4,47,2.065,17.5,1,2,480,7.80967,-0.681671,1077.837207541111,2301.797242203117,False,2193311925.594659,1774635.2167035423,1.3687724725292126e-08,2.781946328037696e-08,17.5,99.0,99.0
7,10.358071096216806,0.2852287389039392,-520.0682018023043,52.540768778414034,4680.812682975927,621.7507934570312,0.9979948530610452,ztf_20190326398275_000480_zg_c12_o.fits,2.0,ZTF_g,58568.398275499996,12,3,6.2,10.0,1.0,26.220065,1.0343499999999998e-05,0.034743,-0.090737,2.20627e-05,-1.373e-05,26.173000000000002,26.163598,0.04334,0.521,0.622,0.285546,4,47,2.002,20.86,1,1,480,21.6638,-0.6758569999999999,1086.6775774215018,2376.419088949709,True,30762809775.94747,293068.53867730906,-1.6905744487908587e-08,1.7079314079137942e-09,20.86,99.0,99.0
8,12.838336903455115,0.36191750024167546,15.29409577434141,123.08804148378935,4924.4954704887905,618.7777099609375,0.9932226484124196,ztf_20190326461956_000480_zi_c12_o.fits,2.0,ZTF_i,58568.4620139,12,3,6.2,10.0,1.0,25.615317,2.1456e-06,0.023962,0.190397,1.3423199999999999e-05,-4.22e-06,25.664,25.675117,0.052844,0.21899999999999997,0.314,0.247371,4,47,1.374,20.55,1,3,480,32.3247,-0.669672,1102.182043102462,2355.317402982443,True,17624905617.7087,34829.82084196049,8.677547617034954e-10,6.983756063925803e-09,20.55,99.0,99.0
9,8.319881286725288,0.2264846840322505,-454.5580040272888,31.155908627427213,4421.9334180379965,623.8145751953125,1.0013075043263444,ztf_20190330414641_000480_zi_c12_o.fits,36.0,ZTF_i,58572.4146412,12,3,6.2,10.0,1.0,25.252115,2.8626999999999997e-06,0.027764999999999998,0.195821,1.75749e-05,-5.56e-06,25.301001,25.314107,0.056336000000000004,0.22,0.317,0.250324,4,47,2.251,20.19,1,3,480,-9.05406,-0.292885,1087.7554601107988,2308.7292188655065,False,12613801722.605312,33258.10637340438,-3.6036558527210014e-08,2.4699856027263024e-09,20.19,99.0,99.0
